ENTIDADE;NUM_NOTICIA;DATA;HORA;VEÍCULO;ESTADO;TITULO;LINK
 CNI;1;21/09/2018 ;19:37:07; InfoMoney - Online ; BR; Debate, pesquisas e mais 2 eventos que vão definir o rumo do mercado na próxima semana;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537567846007
 CNI;2;21/09/2018 ;19:37:07; A Tribuna News ; MS; Empresário da indústria está menos confiante, diz CNI;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537551617003
 CNI;3;21/09/2018 ;19:37:07; TV Brasil ; BR; Confiança industrial cede em setembro (07h01);http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537539862001
 CNI;4;21/09/2018 ;19:37:07; Portal BR18 ; SP; A Opinião do Estadão: Juros, inflação e risco eleitoral;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537563208001
 CNI;5;21/09/2018 ;19:37:07; CenárioMT online ; MT; Confiança do consumidor paulistano avança pelo segundo mês consecutivo;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537563557010
 CNI;6;21/09/2018 ;19:37:07; Diário do Comércio Online ; MG; Industrial brasileiro não sinaliza avanço na produção;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537532030003
 CNI;7;21/09/2018 ;19:37:07; Fato Online ; DF; Empresário da indústria está menos confiante, diz CNI;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537533145013
 CNI;8;21/09/2018 ;19:37:07; Estado de Minas - Online ; MG; Cai a confiança da indústria;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537522072007
 CNI;9;21/09/2018 ;19:37:07; Valor Econômico ; BR; Falta de concorrência é um entrave à ampliação da oferta;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537509061002
 CNI;10;21/09/2018 ;19:37:07; Valor Econômico ; BR; Curtas;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537507636002
 CNI;11;21/09/2018 ;19:37:07; Valor Econômico ; BR; Concentração da oferta eleva os preços do gás natural no país;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537509007002
 CNI;12;21/09/2018 ;19:37:07; Estado de Minas ; MG; Cai a confiança da indústria;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537520357004
 CNI;13;21/09/2018 ;19:37:07; O Estado de S. Paulo ; BR; Juros, inflação e risco eleitoral;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537505539002
 CNI;14;21/09/2018 ;19:37:07; O Estado de S. Paulo ; BR; Abertura através de acordos de compras públicas;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537506721002
 CNI;15;21/09/2018 ;19:37:07; O Estado do Maranhão ; MA; Invalidez e plano de saúde;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537503617004
 CNI;16;21/09/2018 ;19:37:07; Tribuna do Norte - Natal ; RN; Confiança da indústria volta a cair em setembro;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537554995004
 CNI;17;21/09/2018 ;19:37:07; Meio Norte ; PI; Índice de confiança do empresário recua;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537559200002
 CNI;18;21/09/2018 ;19:37:07; Diário Catarinense ; SC; Os influenciadores;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537546653005
 CNI;19;21/09/2018 ;19:37:07; Valor Online ; BR; Curtas;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537547962007
 CNI;20;21/09/2018 ;19:37:07; Diário de Cuiabá Online ; MT; Com incentivo e buscando pacificação;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537567539005
 CNI;21;21/09/2018 ;19:37:07; O Liberal ; PA; Industrial está menos confiante;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537534775004
 CNI;22;21/09/2018 ;19:37:07; DCI - Comércio, Indústria e Serviços ; SP; Confiança da indústria cai em setembro;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537524715002
 CNI;23;21/09/2018 ;19:37:07; Diário do Comércio - MG ; MG; Industrial brasileiro não sinaliza avanço na produção;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537553326002
 CNI;24;21/09/2018 ;19:37:07; Estadão.com.br - Últimas notícias ; BR; Abertura através de acordos de compras públicas;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537514702003
 CNI;25;21/09/2018 ;19:37:07; DCI Online ; SP; Confiança da indústria cai em setembro;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537517383001
 CNI;26;21/09/2018 ;19:37:07; Estadão.com.br - Últimas notícias ; BR; Juros, inflação e risco eleitoral;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537511101001
 CNI;27;21/09/2018 ;19:37:07; A Gazeta Online - ES ; ES; Entenda o que são e para "onde vão" os votos nulos e brancos;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537558245006
 CNI;28;21/09/2018 ;19:37:07; Tribuna do Norte Online - Natal ; RN; Intenção de voto;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537545975006
 CNI;29;21/09/2018 ;19:37:07; Tribuna do Norte Online - Natal ; RN; Confiança da indústria volta a cair em setembro;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537491332004
 CNI;30;21/09/2018 ;19:37:07; Agência CNI ; BR; VÍDEO: Minuto da Indústria mostra que empresários estão menos confiantes;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537527946002
 CNI;31;21/09/2018 ;19:37:07; Agência CNI ; BR; Cursos do SENAI estão com matrículas abertas;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537533977004
 CNI;32;21/09/2018 ;19:37:07; Campo Grande News ; MS; Brasil-Argentina: efeitos da crise;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537563403008
 CNI;33;21/09/2018 ;19:37:07; Intelog ; RS; Brasil-Argentina: efeitos da crise;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537532930010
 CNI | Vice-Presidência | Paulo Skaf;1;21/09/2018 ;19:37:07; Diário do Grande ABC ; SP; Doria diz avaliar possibilidade de Estado assumir Hospital Nardini;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537529000010
 CNI | Eventos | Encontro com Presidenciáveis;1;21/09/2018 ;19:37:07; Globo News ; BR; Campanha dos presidenciáveis pelo Brasil (05h37);http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537545994001
 CNI | Eventos | Encontro com Presidenciáveis;2;21/09/2018 ;19:37:07; Band TV Nacional ; BR; Haddad tem confrontos com Alckmin e Meirelles em debate (08h12);http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537547782008
 CNI | Indústria 4.0;1;21/09/2018 ;19:37:07; Revista IstoÉ Dinheiro ; BR; De olho no mercado de trabalho do futuro;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537504669001
 SENAI;1;21/09/2018 ;19:37:07; Paranashop ; PR; Dupla de estudantes paranaenses é finalista do concurso SENAI Brasil Fashion 2018;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537546435002
 SENAI;2;21/09/2018 ;19:37:07; Camaçari Notícias Online ; BA; Programação da 1ª Semana de Inovação Ford América do Sul em Camaçari;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537560960005
 SENAI;3;21/09/2018 ;19:37:07; G1 - Globo ; BR; Julio Lossio promete criar incentivos em PE para manter estudantes no ensino médio;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537564606024
 SENAI;4;21/09/2018 ;19:37:07; O Popular ; GO; Jávier Godinho, "escriba" de fé;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537502506008
 SENAI;5;21/09/2018 ;19:37:07; Correio da Bahia ; BA; Microempresas poderão ser financiadas por coelba e senai;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537547135004
 SENAI;6;21/09/2018 ;19:37:07; Diário do Nordeste ; CE; Egidio Serpa;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537525899006
 SENAI;7;21/09/2018 ;19:37:07; A Tribuna - Santos ; SP; Startups Petrobras seleciona 20 projetos;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537547428008
 SENAI;8;21/09/2018 ;19:37:07; O Popular - Online ; GO; Jávier Godinho, "escriba" de fé;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537517477003
 SENAI;9;21/09/2018 ;19:37:07; Conexão Tocantins Online ; TO; Tocantins participa da formação da Rede de Núcleos de apoio aos arranjos produtivos da região Norte do Brasil;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537545854003
 SENAI;10;21/09/2018 ;19:37:07; Diário do Nordeste - Online ; CE; Egídio Serpa -  Vestas: pedra no caminho;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537502953008
 SENAI;11;21/09/2018 ;19:37:07; Agência CNI ; BR; SESI participa da quinta edição do Educação 360;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537562652006
 SENAI;12;21/09/2018 ;19:37:07; MaxPress ; BR; Saiba o que é tendência para a primavera/verão 2019;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537543004004
 SENAI;13;21/09/2018 ;19:37:07; Capital News ; MS; UFMS firma parceria com Senai e Fiocruz por biotecnologia e bioinformática;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537563549005
 SENAI;14;21/09/2018 ;19:37:07; Aqui Acontece ; AL; Instituição de ensino superior oferece acompanhamento individualizado a alunos portadores de necessidades especiais;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537563454020
 SENAI;15;21/09/2018 ;19:37:07; Intelog ; RS; CCR ViaOeste e CCR RodoAnel entregam cadeiras de rodas novas pelo Lacre Solidário para Itu, Votorantim, Araçariguama;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537549188005
 SENAI;16;21/09/2018 ;19:37:07; Blog da Heloisa Tolipan ; BR; SENAI CETIQT: a Alfaiataria Industrial sob os holofotes da nova pós-graduação em Gestão e Planejamento em Modelagem;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537567714019
 SENAI;17;21/09/2018 ;19:37:07; Gazeta do Sul - Últimas Notícias ; RS; Feira Rural completa 38 anos de atuação em Santa Cruz;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537562637006
 SENAI;18;21/09/2018 ;19:37:07; O Jornal online ; RS; Reparasul mostra potencial do segmento automotivo e encerra com público qualificado e bons negócios;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537556687003
 SENAI;19;21/09/2018 ;19:37:07; Business News Américas ; IN; Neoenergia to help develop Brazilian energy efficiency projects;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537549599012
 SENAI | Competitividade;1;21/09/2018 ;19:37:07; Revista IstoÉ Dinheiro ; BR; Executivos apostam em pós-graduação para se atualizar;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537504522002
 SENAI | Competitividade;2;21/09/2018 ;19:37:07; A Crítica Online ; MS; Quer "decolar" no mercado de trabalho? Senai da Capital oferece curso de piloto de drone;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537538762022
 SENAI | Competitividade;3;21/09/2018 ;19:37:07; Jornal Agora MS ; MS; Quer "decolar" no mercado de trabalho? Senai da Capital oferece curso de piloto de drone;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537531590017
 SESI;1;21/09/2018 ;19:37:07; GloboEsporte.com ; BR; Amanhã (22) tem programação no SESI em comemoração ao dia nacional do atleta paralímpico;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537558148009
 SESI;2;21/09/2018 ;19:37:07; GloboEsporte.com ; BR; Festival Paralímpico convoca no AP crianças e adolescentes para a prática de esportes adaptados;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537556740013
 SESI;3;21/09/2018 ;19:37:07; GloboEsporte.com ; BR; Vôlei Ribeirão encerra fase do Paulista contra time do "patrão";http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537536080003
 SESI;4;21/09/2018 ;19:37:07; GloboEsporte.com ; BR; Guerrinha crê que rotação maior contra o América agrega valor ao Mogi para sequência do Paulista;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537538832006
 SESI;5;21/09/2018 ;19:37:07; Es Hoje Online ; ES; Evolução do setor moveleiro capixaba é destaque em exposição;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537552330014
 SESI;6;21/09/2018 ;19:37:07; O Rio Branco Online ; AC; Copa TV Gazeta de Futsal já tem os confrontos 2ª fase;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537549085015
 SESI;7;21/09/2018 ;19:37:07; Portal GP1 ; PI; Ato de conscientização encerra a Semana do Trânsito em Teresina;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537561069002
 SESI;8;21/09/2018 ;19:37:07; Revista IstoÉ Dinheiro ; BR; A construtora de sonhos;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537508413002
 SESI;9;21/09/2018 ;19:37:07; Folha de S. Paulo ; BR; Com visual de HQ, '3 Mundos' cria boa analogia do fascismo;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537515957006
 SESI;10;21/09/2018 ;19:37:07; Correio Braziliense ; BR; Morte em teste físico;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537505268011
 SESI;11;21/09/2018 ;19:37:07; Folha.com ; BR; Confira seleção de peças e leituras cênicas para curtir de graça nesta semana -;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537507045001
 SESI;12;21/09/2018 ;19:37:07; O Globo Online ; BR; Programação de Shows de 21 a 27 de setembro;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537515794009
 SESI;13;21/09/2018 ;19:37:07; G1 - Globo ; BR; Sesi de Votorantim ganha 'Bosque de Fama' para homenagear esportistas;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537549635005
 SESI;14;21/09/2018 ;19:37:07; G1 - Globo ; BR; Ensino bilíngue: ferramenta para o futuro;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537559764031
 SESI;15;21/09/2018 ;19:37:07; G1 - Globo ; BR; Jovem morre com tiro na cabeça durante perseguição em Santos, SP;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537560860004
 SESI;16;21/09/2018 ;19:37:07; G1 - Globo ; BR; Espetáculo 'Salamaleque' comemora 138 anos da imigração árabe no Brasil com apresentação no Sesi de Mogi;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537541803007
 SESI;17;21/09/2018 ;19:37:07; G1 - Globo ; BR; Lulu Santos e Guilherme & Santiago são destaques no final de semana na região de Ribeirão Preto;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537530316001
 SESI;18;21/09/2018 ;19:37:07; G1 - Globo ; BR; Agenda cultural reúne dicas para se divertir em Natal neste fim de semana;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537537084001
 SESI;19;21/09/2018 ;19:37:07; G1 - Globo ; BR; Oficinas culturais serão realizadas gratuitamente no Sesi de Rio Preto;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537549620017
 SESI;20;21/09/2018 ;19:37:07; G1 - Globo ; BR; Espetáculo 'Burundanga' sobe aos palcos do SESI Amoreiras a partir desta sexta em Campinas;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537548039006
 SESI;21;21/09/2018 ;19:37:07; Extra ; RJ; Extra VIP;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537517807004
 SESI;22;21/09/2018 ;19:37:07; A Tribuna Online - Criciúma ; SC; Administrador de problemas;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537521135005
 SESI;23;21/09/2018 ;19:37:07; Correio da Bahia ; BA; Palhaças vão tomar conta da cidade;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537548022008
 SESI;24;21/09/2018 ;19:37:07; Extra ; RJ; Extra, Extra!;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537507193004
 SESI;25;21/09/2018 ;19:37:07; A Tarde ; BA; Tempo Presente;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537525079004
 SESI;26;21/09/2018 ;19:37:07; GCN.net.br ; SP; Sesi Franca passa pelo São José e busca 3ª colocação;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537529421005
 SESI;27;21/09/2018 ;19:37:07; O Popular ; GO; Giro;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537502503002
 SESI;28;21/09/2018 ;19:37:07; Folha Ribeirão Pires Online ; SP; Terreno leiloado pela Prefeitura de Ribeirão é fechado e desaloja feira-livre noturna;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537536381006
 SESI;29;21/09/2018 ;19:37:07; Diário do Comércio - MG ; MG; Fiemg critica burocracia e prazos do eSocial;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537553366004
 SESI;30;21/09/2018 ;19:37:07; O Município online ; SC; Dia da Inclusão Social: Funcionário da Irmãos Fischer, Luiz Carlos aguarda a colocação de uma prótese na perna;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537518878015
 SESI;31;21/09/2018 ;19:37:07; Folha Ribeirão Pires Online ; SP; Prefeitura de Rio Grande deu iniciou a limpeza do Jardim Santa Tereza;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537536379002
 SESI;32;21/09/2018 ;19:37:07; A Tribuna - Santos ; SP; Santos tem invasão de teatro infantil;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537547665002
 SESI;33;21/09/2018 ;19:37:07; Folha Ribeirão Pires Online ; SP; Veto do prefeito Kiko ao projeto dos canudinhos é adiado por uma sessão;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537536380004
 SESI;34;21/09/2018 ;19:37:07; Zero Hora ; RS; Guia para sair;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537505272001
 SESI;35;21/09/2018 ;19:37:07; O Popular - Online ; GO; A lei do amor;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537568582028
 SESI;36;21/09/2018 ;19:37:07; Yahoo! Notícias Brasil ; BR; Franca ganha do São José no Paulista de basquete; Mogi supera o América;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537496203001
 SESI;37;21/09/2018 ;19:37:07; Diário do Grande ABC Online ; SP; Corrida e concurso público alteram o trânsito de Santo André;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537568499005
 SESI;38;21/09/2018 ;19:37:07; Diario do Pará - Online ; PA; Luciana Mello faz homenagem a Bossa Nova;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537529486003
 SESI;39;21/09/2018 ;19:37:07; correiobraziliense.com.br ; BR; Morte em teste físico;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537516553010
 SESI;40;21/09/2018 ;19:37:07; correiobraziliense.com.br ; BR; Velório de candidato à PM que morreu em prova é marcado por homenagens;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537555522002
 SESI;41;21/09/2018 ;19:37:07; Zero Hora - Últimas Notícias ; RS; Congressos das Testemunha de Jeová começam nesta sexta-feira em Caxias do Sul;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537551029003
 SESI;42;21/09/2018 ;19:37:07; Zero Hora - Últimas Notícias ; RS; Show de Sandy e mais dicas para curtir em Porto Alegre neste fim de semana;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537546073010
 SESI;43;21/09/2018 ;19:37:07; A Gazeta do Acre - Online  ; AC; Você tem fome de quê?;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537513590005
 SESI;44;21/09/2018 ;19:37:07; Correio da Bahia 24 horas- Online ; BA; Palhaças vão divertir Salvador a partir desta sexta (21);http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537561293011
 SESI;45;21/09/2018 ;19:37:07; Tribuna do Norte Online - Natal ; RN; Batucada solidária na Arena das Dunas;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537500531011
 SESI;46;21/09/2018 ;19:37:07; A Tarde - Últimas Notícias ; BA; TSE delibera em sessão de julgamentos;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537546847003
 SESI;47;21/09/2018 ;19:37:07; Diário da Região - S. J. do Rio Preto - Últimas ; SP; Festas para as mais diferentes tribos;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537502871005
 SESI;48;21/09/2018 ;19:37:07; Jornal de Piracicaba - Últimas Notícias ; SP; Sesi inaugura balneário;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537559598005
 SESI;49;21/09/2018 ;19:37:07; Diário da Região - S. J. do Rio Preto - Últimas ; SP; Augusto Teixeira apresenta seu álbum Estação Felicidade no Sesi;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537502857001
 SESI;50;21/09/2018 ;19:37:07; Veja.com ; BR; Robótica: da sala de aula para a indústria;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537562206007
 SESI | Prêmios | Marcantonio Vilaça;1;21/09/2018 ;19:37:07; Valor Econômico ; BR; Paraísos em tons gélidos;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537513722006
 SESI | Prêmios | Marcantonio Vilaça;2;21/09/2018 ;19:37:07; Valor Online ; BR; Paraíso em tons gélidos;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537526350001
 IEL;1;21/09/2018 ;19:37:07; Pioneiro Online ; RS; 3por4: livro infantil "O mundo de Nini - A menina das Flores" é escolhido entre os finalistas do Troféu Minuano de Literatura;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537541239002
 IEL;2;21/09/2018 ;19:37:07; Página 20 - online ; AC; SGA homenageia equipe de estagiários por conquista de Prêmio IEL 2018;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537493482002
 Sistema S;1;21/09/2018 ;19:37:07; Valor Econômico ; BR; Cobrança seria de 1,28 % sobre movimentação financeira, diz Cintra;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537507341006
 Sistema S;2;21/09/2018 ;19:37:07; Jornal do Commercio ; PE; Líderes das pesquisas dão sinais aos investidores;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537508423004
 Sistema S;3;21/09/2018 ;19:37:07; Valor Online ; BR; Cobrança seria de 1,28% sobre movimentação financeira, diz Cintra;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537526483003
 Sistema S;4;21/09/2018 ;19:37:07; Blog Miriam Leitão - O Globo Online ; BR; Campanha de Bolsonaro está cada vez mais confusa;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537539429011
 Sistema S;5;21/09/2018 ;19:37:07; Blog Miriam Leitão - O Globo Online ; BR; Imposto provoca novo curto-circuito na campanha de Bolsonaro;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537532991017
 Sistema S;6;21/09/2018 ;19:37:07; Zero Hora - Últimas Notícias ; RS; Polêmica sobre possível recriação da CPMF sacudiu campanha eleitoral;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537562241005
 Temas de Interesse;1;21/09/2018 ;19:37:07; Portal BR18 ; SP; Haddad x Alckmin foi pico do debate no Twitter;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537537392005
 Temas de Interesse;2;21/09/2018 ;19:37:07; Blog Helio Gurovitz - G1 ; BR; A esperança vã de FHC;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537525881012
 Temas de Interesse;3;21/09/2018 ;19:37:07; Blog Luiz Zanin - Estadão.com ; BR; Brasília 2018. A noite das mulheres;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537549648008
 Temas de Interesse;4;21/09/2018 ;19:37:07; The Huffington (Brasil Post) ; BR; Após choque com Bolsonaro, Paulo Guedes se silencia;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537562395001
 Temas de Interesse;5;21/09/2018 ;19:37:07; Revista Carta Capital ; BR; De busão com Zé Dirceu;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537544237004
 Temas de Interesse;6;21/09/2018 ;19:37:07; Valor Econômico ; BR; GPS;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537509716003
