ENTIDADE;NUM_NOTICIA;DATA;HORA;VEÍCULO;ESTADO;TITULO;LINK
 Temas de Interesse | Questões Trabalhistas;12;21/09/2018 ;19:37:07; G1 - Globo ; BR; Imagens das câmeras de segurança mostram momento em que servidores retiram envelopes e mochilas de dentro da Aleac;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537546892003
 Temas de Interesse | Questões Trabalhistas;13;21/09/2018 ;19:37:07; Yahoo! Notícias Brasil ; BR; Wagner se pronuncia sobre saída do Vasco e critica diretoria;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537565922005
 Temas de Interesse | Questões Trabalhistas;14;21/09/2018 ;19:37:07; Terra - Notícias ; BR; Wagner se pronuncia pela primeira vez após sair do Vasco e faz críticas;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537550537003
 Temas de Interesse | Questões Trabalhistas;15;21/09/2018 ;19:37:07; Yahoo! Notícias Brasil ; BR; Wagner se pronuncia pela primeira vez após sair do Vasco e faz críticas;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537551083003
 Temas de Interesse | Questões Trabalhistas;16;21/09/2018 ;19:37:07; Terra - Notícias ; BR; Wagner se pronuncia sobre saída do Vasco e critica diretoria;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537567560029
 Temas de Interesse | Questões Trabalhistas;17;21/09/2018 ;19:37:07; Terra - Notícias ; BR; Confenar promove ação Carbono Compensado pela sustentabilidade;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537555758011
 Temas de Interesse | Questões Trabalhistas;18;21/09/2018 ;19:37:07; R7 ; BR; Wagner se pronuncia pela primeira vez após sair do Vasco e faz críticas;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537551145001
 Temas de Interesse | Questões Trabalhistas;19;21/09/2018 ;19:37:07; Yahoo! Notícias Brasil ; BR; Preços de manutenção e reparos dos AirPods sobem no Brasil;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537551394007
 Temas de Interesse | Competitividade;1;21/09/2018 ;19:37:07; Revista IstoÉ Dinheiro ; BR; Turbinada pelo câmbio;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537514400012
 Temas de Interesse | Competitividade;2;21/09/2018 ;19:37:07; Revista IstoÉ Dinheiro ; BR; Compliance vira trunfo para ganhar competitividade e novos negócios;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537505024003
 Temas de Interesse | Competitividade;3;21/09/2018 ;19:37:07; Revista IstoÉ Dinheiro ; BR; O sol volta a brilhar;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537515633006
 Temas de Interesse | Competitividade;4;21/09/2018 ;19:37:07; G1 - Globo ; BR; Cooperativismo agropecuário é responsável por quase 50% do PIB agrícola brasileiro;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537548034002
 Temas de Interesse | Competitividade;5;21/09/2018 ;19:37:07; Valor Online ; BR; Cade avalia recurso à Justiça no caso Nestlé-Garoto;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537526504015
 Temas de Interesse | CLT;1;21/09/2018 ;19:37:07; Revista Veja ; BR; Mal que persiste;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537527339012
 Temas de Interesse | CLT;2;21/09/2018 ;19:37:07; Valor Econômico ; BR; Destaques;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537508837004
 Temas de Interesse | CLT;3;21/09/2018 ;19:37:07; Folha de S. Paulo ; BR; Eleitor se divide sobre ser CLT ou autônomo que ganhe mais;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537514943005
 Temas de Interesse | CNC;1;21/09/2018 ;19:37:07; Jornal de Brasília Online ; DF; Calote em série;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537546567007
 Temas de Interesse | CNC;2;21/09/2018 ;19:37:07; Segs - Portal Nacional dos Corretores de Seguros ; BR; Total de famílias inadimplentes aumenta em BH, indica pesquisa da Fecomércio MG;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537545989004
 Temas de Interesse | CNC;3;21/09/2018 ;19:37:07; Jornal de Brasília Online ; DF; Mais disposição para o Consumo;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537525823003
 Temas de Interesse | CNC;4;21/09/2018 ;19:37:07; Blog Fausto Macedo - Estadão.com ; SP; Tributos: o que esperar da Suprema Corte sob nova gestão?;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537539285011
 Temas de Interesse | CNC;5;21/09/2018 ;19:37:07; Metrópoles Online ; DF; Disputa pelo comando da CNC será decidida nos tribunais;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537557920003
 Temas de Interesse | CNC;6;21/09/2018 ;19:37:07; Diário do Comércio Online ; MG; Inadimplência é a menor dos últimos 3 anos no Rio, mas dívidas continuam;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537532027003
 Temas de Interesse | CNC;7;21/09/2018 ;19:37:07; Folha Vitória Online ; ES; Calote em série;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537532859023
 Temas de Interesse | CNC;8;21/09/2018 ;19:37:07; Revista IstoÉ Dinheiro ; BR; A maratona do crescimento;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537502472006
 Temas de Interesse | CNC;9;21/09/2018 ;19:37:07; Revista IstoÉ Dinheiro ; BR; Energia recarregada;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537513537002
 Temas de Interesse | CNC;10;21/09/2018 ;19:37:07; Revista IstoÉ Dinheiro ; BR; A estratégia da moda;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537503883002
 Temas de Interesse | CNC;11;21/09/2018 ;19:37:07; Jornal do Brasil ; RJ; Em média, famílias cariocas demoram 60 dias para pagar;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537502576004
 Temas de Interesse | CNC;12;21/09/2018 ;19:37:07; G1 - Globo ; BR; Pelo quarto mês consecutivo cresce a intenção de consumo das famílias de Campo Grande;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537537308005
 Temas de Interesse | CNC;13;21/09/2018 ;19:37:07; O Tempo ; MG; Total de famílias inadimplentes aumenta em BH;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537525681014
 Temas de Interesse | CNC;14;21/09/2018 ;19:37:07; Jornal de Brasília ; DF; Esplanada;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537526380001
 Temas de Interesse | CNC;15;21/09/2018 ;19:37:07; Diário do Nordeste ; CE; Home Design;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537524672006
 Temas de Interesse | CNC;16;21/09/2018 ;19:37:07; O Dia ; RJ; Dívida das famílias está em queda;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537511270004
 Temas de Interesse | CNC;17;21/09/2018 ;19:37:07; O Dia ; PI; Esplanada;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537502487012
 Temas de Interesse | CNC;18;21/09/2018 ;19:37:07; O Tempo ; MG; Intenção de consumo;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537525808004
 Temas de Interesse | CNC;19;21/09/2018 ;19:37:07; Correio do Povo - RS ; RS; Filmes;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537526984003
 Temas de Interesse | CNC;20;21/09/2018 ;19:37:07; Tribuna do Norte - Natal ; RN; Intenção de consumo das famílias sobe 1,5% este mês;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537555101006
 Temas de Interesse | CNC;21;21/09/2018 ;19:37:07; Jornal de Brasília ; DF; Gilberto Amaral;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537526876003
 Temas de Interesse | CNC;22;21/09/2018 ;19:37:07; Diário do Comércio - MG ; MG; Intenção de Consumo das Famílias tem aumento de 1,5% em agosto;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537553082012
 Temas de Interesse | CNC;23;21/09/2018 ;19:37:07; O Documento Online ; MT; Intenção de consumo diminui em setembro em Cuiabá;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537556841018
 Temas de Interesse | CNC;24;21/09/2018 ;19:37:07; Página 20 - online ; AC; Fecomércio/AC analisa aumento na Intenção de Consumo das Famílias;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537545207005
 Temas de Interesse | CNC;25;21/09/2018 ;19:37:07; Hoje em Dia ; MG; Coluna Esplanada;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537526926002
 Temas de Interesse | CNC;26;21/09/2018 ;19:37:07; DCI - Comércio, Indústria e Serviços ; SP; Cerca de 60% das famílias do Rio de Janeiro estão endividadas;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537525762002
 Temas de Interesse | CNC;27;21/09/2018 ;19:37:07; O Estado - Online ; CE; Desalento;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537508001006
 Temas de Interesse | CNC;28;21/09/2018 ;19:37:07; Diário do Comércio - MG ; MG; Inadimplência é a menor dos últimos 3 anos no Rio, mas dívidas continuam;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537553135010
 Temas de Interesse | CNC;29;21/09/2018 ;19:37:07; DCI - Comércio, Indústria e Serviços ; SP; Intenção de consumo cresce com menor inflação e mais recursos;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537526145006
 Temas de Interesse | CNC;30;21/09/2018 ;19:37:07; DCI - Comércio, Indústria e Serviços ; SP; Intenção de consumo sobe com fatores macro;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537525704006
 Temas de Interesse | CNC;31;21/09/2018 ;19:37:07; O Município online ; SC; Eleitores estão decidindo primeiro em quem não vão votar;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537518127001
 Temas de Interesse | CNC;32;21/09/2018 ;19:37:07; DCI Online ; SP; Intenção de consumo sobe com fatores macro;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537517356001
 Temas de Interesse | CNC;33;21/09/2018 ;19:37:07; DCI Online ; SP; Cerca de 60% das famílias do Rio de Janeiro estão endividadas;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537517368013
 Temas de Interesse | CNC;34;21/09/2018 ;19:37:07; DCI Online ; SP; COLUNA DA SEXTA - Pesquisas custam cerca de R$ 300 mil, projeto obriga detento a custear prisão e outros bastidores;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537556864010
 Temas de Interesse | CNC;35;21/09/2018 ;19:37:07; Diário da Amazônia - Online ; RO; Pesquisas internas do MDB mostram ascensão meteórica de Haddad - Diário da Amazônia;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537529377013
 Temas de Interesse | CNC;36;21/09/2018 ;19:37:07; O Povo - Últimas ; CE; Calote em série;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537542966006
 Temas de Interesse | CNC;37;21/09/2018 ;19:37:07; Terra - Notícias ; BR; Criatividade: vale a pena ir além dos 100%;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537505728001
 Temas de Interesse | CNC;38;21/09/2018 ;19:37:07; O Dia Online ; RJ; Dívida das famílias está em queda;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537514281008
 Temas de Interesse | CNC;39;21/09/2018 ;19:37:07; Tribuna do Norte Online - Natal ; RN; Intenção de consumo das famílias sobe 1,5% este mês;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537492617006
 Temas de Interesse | CNC;40;21/09/2018 ;19:37:07; Diário do Nordeste - Online ; CE; Ambientes com identidade;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537515751007
 Temas de Interesse | CNC;41;21/09/2018 ;19:37:07; Diário do Nordeste - Online ; CE; Mais notícias de Negócios: bancos zeram tarifas de investimento;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537502973012
 Temas de Interesse | CNC;42;21/09/2018 ;19:37:07; Portal Fecomércio ; DF; DF será tema da Semana da Gastronomia Regional do Senac;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537566551009
 Temas de Interesse | CNC;43;21/09/2018 ;19:37:07; A Crítica Online ; MS; Intenção de consumo das famílias campo-grandenses tem leve aumento em setembro;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537541235006
 Temas de Interesse | CNC;44;21/09/2018 ;19:37:07; ConeSul News ; MS; A intenção de consumo das famílias de Campo Grande cresce pelo quarto mês consecutivo;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537545325001
 Temas de Interesse | CNT;1;21/09/2018 ;19:37:07; Segs - Portal Nacional dos Corretores de Seguros ; BR; Programa de Prevenção de Acidentes vai às ruas na Semana Nacional do Trânsito;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537555310016
 Temas de Interesse | CNT;2;21/09/2018 ;19:37:07; Band News FM - Online ; BR; Comprova: Declaração de Cid Gomes é tirada de contexto e atribuída a Fernando Haddad;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537541819004
 Temas de Interesse | CNT;3;21/09/2018 ;19:37:07; Band News FM - Online ; BR; Comprova: Incluir número do candidato na assinatura ao votar pode levar à prisão e não permite confrontar os votos da urna, segundo o TSE;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537541818014
 Temas de Interesse | CNT;4;21/09/2018 ;19:37:07; Monitor Mercantil Digital online ; RJ; Brasileiros elegem apoio à produção nacional e distribuição de renda;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537536285006
 Temas de Interesse | CNT;5;21/09/2018 ;19:37:07; A Tarde ; BA; Ainda há dados a rolar?;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537525269006
 Temas de Interesse | CNT;6;21/09/2018 ;19:37:07; O Popular ; GO; O assunto é...;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537502502006
 Temas de Interesse | CNT;7;21/09/2018 ;19:37:07; A Gazeta ; MT; Pesquisas eleitorais;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537549264007
 Temas de Interesse | CNT;8;21/09/2018 ;19:37:07; O Popular - Online ; GO; O que dizem os candidatos sobre licitação de rodovias?;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537517392007
 Temas de Interesse | CNT;9;21/09/2018 ;19:37:07; RedeTV.com ; BR; XP/Ipespe: Bolsonaro lidera com 28%; Haddad sobe para 16% e afasta Ciro do segundo lugar;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537537932005
 Temas de Interesse | CNA;1;21/09/2018 ;19:37:07; Jota Info ; DF; STF discutirá uso de aviões agrícolas para dispersão de pesticidas;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537521338015
 Temas de Interesse | CNA;2;21/09/2018 ;19:37:07; Portal do Agronegócio Online ; BR; Russos querem vender picanha para o Brasil, e isso é ótimo para nossa economia também;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537560858005
 Temas de Interesse | CNA;3;21/09/2018 ;19:37:07; O Democrata Online - São Roque ; SP; AgroNotícias por Mauricio Picazo Galhardo;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537549058003
 Temas de Interesse | Licenciamento Ambiental;1;21/09/2018 ;19:37:07; InfoMoney - Online ; BR; Licenciamento para empreendimentos de energia solar é aprovado no Ceará;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537555802009
 Temas de Interesse | Licenciamento Ambiental;2;21/09/2018 ;19:37:07; InfoMoney - Online ; BR; Simpósio Jurídico da ABCE debate a reforma do modelo do setor elétrico;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537543459007
 Temas de Interesse | Licenciamento Ambiental;3;21/09/2018 ;19:37:07; Segs - Portal Nacional dos Corretores de Seguros ; BR; Desafios da pesquisa em aquicultura é tema no penúltimo dia do AquaCiência;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537559616029
 Temas de Interesse | Licenciamento Ambiental;4;21/09/2018 ;19:37:07; Agência O Globo ; BR; Simpósio Jurídico da ABCE debate a reforma do modelo do setor elétrico;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537545039005
 Temas de Interesse | Licenciamento Ambiental;5;21/09/2018 ;19:37:07; A Gazeta ; ES; Ambiente de negócios em debate;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537512066006
 Temas de Interesse | Licenciamento Ambiental;6;21/09/2018 ;19:37:07; BOL - Notícias ; BR; Ibama libera acesso a banco de dados da autarquia;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537567612019
 Temas de Interesse | Licenciamento Ambiental;7;21/09/2018 ;19:37:07; Folha do Estado Online ; MT; Ibama libera acesso a banco de dados da autarquia;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537566468005
 Temas de Interesse | Licenciamento Ambiental;8;21/09/2018 ;19:37:07; Hoje em Dia - Online ; MG; Ibama libera acesso a banco de dados da autarquia;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537566393006
 Temas de Interesse | Licenciamento Ambiental;9;21/09/2018 ;19:37:07; Portal iG ; BR; WSL quer construir piscina de ondas artificiais de Kelly Slater no Brasil;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537555477007
 Temas de Interesse | Licenciamento Ambiental;10;21/09/2018 ;19:37:07; Terra - Notícias ; BR; Simpósio Jurídico da ABCE debate a reforma do modelo do setor elétrico;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537542684018
 Temas de Interesse | Licenciamento Ambiental;11;21/09/2018 ;19:37:07; Zero Hora - Últimas Notícias ; RS; A nova tormenta em São Francisco de Paula: fechamento da maior empregadora obriga município a se reinventar;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537523129016
 Temas de Interesse | Licenciamento Ambiental;12;21/09/2018 ;19:37:07; Agência Brasil ; BR; Ibama libera acesso a banco de dados da autarquia;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537565599001
 Temas de Interesse | Licenciamento Ambiental;13;21/09/2018 ;19:37:07; Comunique-se ; BR; Simpósio Jurídico da ABCE debate a reforma do modelo do setor elétrico;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537542909012
 Temas de Interesse | Licenciamento Ambiental;14;21/09/2018 ;19:37:07; Tribuna do Norte Online - Natal ; RN; Iphan exige novos estudos em áreas da barragem de Oiticica;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537504182005
 Temas de Interesse | Licenciamento Ambiental;15;21/09/2018 ;19:37:07; Tribuna do Norte Online - Natal ; RN; Sítios terão escaneamento tridimensional;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537502182002
 Temas de Interesse | Licenciamento Ambiental;16;21/09/2018 ;19:37:07; Intelog ; RS; DNIT realiza prospecção arqueológica em São José dos Ausentes;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537537909001
 Temas de Interesse | Licenciamento Ambiental;17;21/09/2018 ;19:37:07; Tn Petróleo Online ; RJ; Visite e aproveite a programação do estande da ANP;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537561109009
 Temas de Interesse | Licenciamento Ambiental;18;21/09/2018 ;19:37:07; A Crítica Online ; MS; Ibama libera acesso a banco de dados da autarquia;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537565561009
 Temas de Interesse | Licenciamento Ambiental;19;21/09/2018 ;19:37:07; Jornal de Piracicaba - Últimas Notícias ; SP; Ibama libera acesso a banco de dados da autarquia;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537566478007
 Temas de Interesse | Licenciamento Ambiental;20;21/09/2018 ;19:37:07; Exame.com ; BR; Simpósio Jurídico da ABCE debate a reforma do modelo do setor elétrico;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537542802014
 Temas de Interesse | Licenciamento Ambiental;21;21/09/2018 ;19:37:07; IstoÉ Dinheiro Online ; BR; Ibama libera acesso a banco de dados da autarquia;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537566511007
 Temas de Interesse | Licenciamento Ambiental;22;21/09/2018 ;19:37:07; IstoÉ Online ; BR; Ibama libera acesso a banco de dados da autarquia;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537565311001
 Temas de Interesse | Ambiente Sindical;1;21/09/2018 ;19:37:07; Blog Fausto Macedo - Estadão.com ; SP; Justiça anula investigação contra delegado que fez buscas na casa do filho de Lula;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537563907001
 Temas de Interesse | Ambiente Sindical;2;21/09/2018 ;19:37:07; Augusto Nunes - Direto ao Ponto - Veja.com ; BR; Lula comete outro atentado contra a língua portuguesa;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537552553004
 Temas de Interesse | Ambiente Sindical;3;21/09/2018 ;19:37:07; Agência O Globo ; BR; FENALE comemora 25 anos de lutas na defesa dos servidores legislativos e da Cidadania;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537555552013
 Temas de Interesse | Ambiente Sindical;4;21/09/2018 ;19:37:07; Blog E+ - Estadão.com ; BR; Fátima Bernardes nega que tenha reformado casa de agressor de Bolsonaro;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537543144001
 Temas de Interesse | Ambiente Sindical;5;21/09/2018 ;19:37:07; Agência O Globo ; BR; Presença de um animal de estimação influencia na qualidade de vida dos idosos;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537559737001
 Temas de Interesse | Ambiente Sindical;6;21/09/2018 ;19:37:07; Blog do Servidor - Correiobraziliense.com.br ; DF; Auditores fiscais federais agropecuários optam por não paralisar, mas vão manter a mobilização;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537553932002
 Temas de Interesse | Ambiente Sindical;7;21/09/2018 ;19:37:07; Agência O Globo ; BR; Licenciamento para empreendimentos de energia solar é aprovado no Ceará;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537555551023
 Temas de Interesse | Ambiente Sindical;8;21/09/2018 ;19:37:07; Blog do Servidor - Correiobraziliense.com.br ; DF; Fisco paulista vai à escola;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537553924004
 Temas de Interesse | Ambiente Sindical;9;21/09/2018 ;19:37:07; Valor Econômico ; BR; Ensino superior cresce só na graduação a distância;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537507195002
 Temas de Interesse | Ambiente Sindical;10;21/09/2018 ;19:37:07; O Estado de S. Paulo ; BR; Ensino superior cresce no País, mas graças à modalidade a distância;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537505743002
 Temas de Interesse | Ambiente Sindical;11;21/09/2018 ;19:37:07; O Estado de S. Paulo ; BR; Crise impulsiona matrículas no EAD;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537505818002
 Temas de Interesse | Ambiente Sindical;12;21/09/2018 ;19:37:07; Folha de S. Paulo ; BR; Cinema;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537516132002
 Temas de Interesse | Ambiente Sindical;13;21/09/2018 ;19:37:07; Correio Braziliense ; BR; Sim à educação e à verdade;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537523818001
 Temas de Interesse | Ambiente Sindical;14;21/09/2018 ;19:37:07; Correio Braziliense ; BR; Pela educação e liberdade;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537505261009
 Temas de Interesse | Ambiente Sindical;15;21/09/2018 ;19:37:07; Economia & Negócios -Estadão.com ; BR; Gestora VBI investirá R$ 500 milhões em projetos de residências estudantis;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537517484011
 Temas de Interesse | Ambiente Sindical;16;21/09/2018 ;19:37:07; Folha.com ; BR; RÉPLICA: Secretaria quer limar monopólio, não fazer lobby -;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537550857007
 Temas de Interesse | Ambiente Sindical;17;21/09/2018 ;19:37:07; Folha.com ; BR; Bispos do debate já criticaram a 'jararaca' Lula e discordaram sobre reformas de Temer -;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537564670003
 Temas de Interesse | Ambiente Sindical;18;21/09/2018 ;19:37:07; Folha.com ; BR; Federação Espanhola proíbe jogo do Campeonato Espanhol nos EUA -;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537556290001
 Temas de Interesse | Ambiente Sindical;19;21/09/2018 ;19:37:07; O Globo Online ; BR; Na França, açougueiros contratam seguranças contra veganos radicais;http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537548127002
 Temas de Interesse | Ambiente Sindical;20;21/09/2018 ;19:37:07; O Globo Online ; BR; 'A gente utiliza as eleições para divulgar o partido', afirma Luiz Eugênio Honorato (PCO);http://cni.empauta.com/e2/standard/noticia/mostra_noticia_e2.php?cod_noticia=1809211537496895011
